275;46;45;182;b_bannu_teresh;x
276;70;16;123;b_esadjepaqum;x
277;101;51;149;b_urush;x
278;58;90;108;b_furum_khaish;x
279;135;71;144;b_pestysraum;x
280;34;45;14;b_leppash;x
281;127;20;83;b_tuklaterennu;x
282;71;15;48;b_thoktinennu;x
283;144;121;71;b_djenet;x
284;186;137;30;b_ereppu;x
285;17;56;108;b_sebdju;x
286;186;69;160;b_ekallatum;x
287;126;25;103;b_usharadiyw;x
288;66;9;53;b_hadashtgurum;x
289;28;71;15;b_lakhwatniws;x
290;40;153;6;b_simurrekh;x
291;75;147;54;b_diyw_ashperath;x
292;26;118;113;b_anuw_beshpereth;x
293;170;163;61;b_tereksnapthi;x
294;255;248;154;b_paheri;x
295;244;229;48;b_sekhi;x
296;229;215;48;Sarum Attabai;x
297;161;24;27;b_creshniv;x
298;195;54;58;b_mervas;x
299;170;11;15;b_mevesad;x
300;206;57;62;b_lavhir;x
301;129;30;33;b_yevren;x
302;32;118;66;b_paparada;x
303;43;180;98;b_bebkras;x
304;56;185;234;b_askvriv;x
305;0;118;163;b_kerredi;x
306;23;141;185;b_dehek;x
307;65;238;239;b_ilata;x
308;26;168;169;b_bherevh;x
309;62;216;217;b_mhekef;x
310;34;189;190;b_narak;x
311;55;142;143;b_bahforhun;x
312;27;104;62;b_cavru;x
313;40;224;226;b_luhud;x
314;231;91;91;b_kavula;x
315;20;44;139;b_secerdur;x
316;23;61;205;b_burfur;x
317;65;8;8;b_peregatha;x
318;124;51;179;b_yerevdu;x
319;103;18;167;b_kakrun;x
320;129;57;182;b_paloch;x
321;150;52;223;b_assa;x
322;116;47;168;b_praskaf;x
323;176;51;56;b_dhehli;x
324;241;29;37;b_venfiv;x
325;216;32;39;b_hakad;x
326;180;74;78;b_spappap;x
327;42;75;39;b_meretha;x
328;23;86;18;b_gradad;x
329;37;148;28;b_prattaptha;x
330;234;224;87;b_palahi;x
331;240;228;69;b_vkeki;x
332;12;35;168;b_rhevent;x
333;21;31;87;b_phahak;x
334;21;33;99;b_fukadur;x
335;47;66;170;Southern Bonepit;x
336;78;96;205;Lonely Islands;x
337;38;63;214;Lonely Islands;x
338;47;78;177;Isle of Moaning Vices;x
339;12;30;87;Isle of Moaning Vices;x
340;26;51;126;Isle of the Waking Cry;x
341;187;214;37;b_bvkeski;x
342;89;96;47;b_zhaev;x
343;111;123;43;b_descriv;x
344;173;67;173;b_hahaskn;x
345;102;22;101;b_erbad;x
346;157;27;157;b_piifes;x
347;36;125;183;b_crashkun;x
348;0;114;188;b_jriavn;x
349;40;150;221;b_vehli;x
350;20;134;209;b_xavradis;x
351;81;56;49;b_askras;x
352;70;57;53;b_hinvudi;x
353;54;47;45;b_qhisan;x
354;69;53;49;b_plaivet;x
355;57;39;34;b_bravad;x
356;54;18;104;b_wasisva;x
357;51;29;81;b_sov;x
358;12;151;24;b_gfreid;x
359;16;74;21;b_pilvesi;x
360;59;58;8;b_fgarfis;x
361;133;130;30;b_cascriv;x
362;147;142;23;b_pbav;x
363;24;118;32;b_whorsi;x
364;12;119;21;b_breskvi;x
365;59;188;70;b_hned;x
366;211;71;16;b_sasun;x
367;181;64;18;b_rayyak;x
368;211;79;27;b_fargethi;x
369;107;50;27;b_vacavs;x
370;131;75;53;b_faffaks;x
371;99;39;15;b_taddat;x
372;226;103;54;b_beredad;x
373;255;152;50;b_veved;x
374;204;137;71;b_sercriv;x
375;229;134;40;b_tlrat;x
376;206;94;199;b_svascruni;x
377;173;56;166;b_saciciv;x
378;94;145;117;b_savaed;x
379;78;113;230;b_cevve;x
380;136;56;196;b_pawahat;x
381;81;14;131;b_bladur;x
382;91;27;139;b_dhersed;x
383;92;28;141;b_nherdi;x
384;49;84;204;b_gevkiv;x
385;75;103;200;b_sipipva;x
386;26;53;144;b_plalfk;x
387;16;49;165;b_fhefas;x
388;91;121;225;b_jhad;x
389;59;82;160;b_hhas;x
390;131;147;202;b_sazvk;x
391;91;9;9;b_pravhad;x
392;141;28;28;b_nehibad;x
393;120;39;39;b_skriviaini;x
394;57;13;13;b_spviscra;x
395;13;82;45;b_xasvki;x
396;137;64;15;b_behli;x
397;182;104;51;b_nerep;x
398;205;129;78;b_fhes;x
399;222;133;37;b_leveb;x
400;249;150;42;b_jhav;x
401;239;146;46;b_vhatah;x
402;229;148;60;b_svantu;x
403;27;109;139;b_ahet;x
404;66;102;115;b_scipravac;x
405;10;46;59;b_uraku;x
406;92;153;174;b_jkevra;x
407;47;10;59;b_xasri;x
408;100;39;120;b_ghara;x
409;29;194;209;b_raras;x
410;38;164;175;b_kara;x
411;80;218;230;b_peredad;x
412;170;144;113;b_kokuvi;x
413;119;78;30;b_terrekki;x
414;106;70;26;b_kesdur;x
415;181;124;57;b_yvkati;x
416;195;163;125;b_metatav;x
417;115;75;37;b_reppyil;x
418;78;11;10;b_svreveni;x
419;122;33;33;b_oguraf;x
420;82;100;188;b_beledgav;x
421;28;44;118;b_nerethpakath;x
422;16;39;136;b_lakerida;x
423;192;39;39;b_spivcas;x
424;114;24;24;b_babad;x
425;10;69;78;b_deredur;x
426;52;89;95;b_kathur;x
427;25;135;153;b_dekreiven;x
428;106;24;72;b_pahorv;x
429;185;22;118;b_maraki;x
430;215;15;133;b_mhavki;x
431;153;38;107;b_lkrevni;x
432;236;22;149;b_kalfank;x
433;129;37;92;b_sekraf;x
434;79;26;41;b_ghasv;x
435;250;162;78;b_pefsika;x
436;189;109;33;b_lhakore;x
437;204;100;0;b_fehi;x
438;206;125;48;b_lavdad;x
439;78;45;14;b_rarraf;x
440;7;162;220;b_bhatav;x
441;2;143;196;b_mravgrat;x
442;24;219;24;b_nreti;x
443;17;98;17;b_zakki;x
444;13;77;13;b_praffur;x
445;30;178;30;b_erentvat;x
446;30;205;30;b_shrashkevi;x
447;39;225;39;b_kackri;x
448;16;140;187;b_sas;x
449;164;53;53;b_derbur;x
450;153;34;34;b_davbad;x
451;99;14;14;b_jeverek;x
452;208;33;33;b_feklabbur;x
453;148;27;27;b_kemlabur;x
454;137;59;59;b_vhabak;x
455;133;22;22;b_nerev;x
456;206;16;16;b_spipsci;x
457;81;32;110;b_yenba;x
458;131;42;184;b_zoyayana;x
459;100;26;142;b_um_al_quahek;x
460;120;41;165;b_tunomah;x
461;87;16;128;b_shaqyya;x
462;226;137;166;b_muqbah;x
463;86;7;33;b_tarqifah;x
464;33;135;88;b_maqaqa;x
465;41;165;101;b_neyran;x
466;26;110;47;b_khadeimeh;x
467;7;61;20;b_al_myahama;x
468;72;155;117;b_al_luth;x
469;29;149;94;b_khett;x
470;14;203;59;b_hafr_al_muetin;x
471;34;143;60;b_al_tareeq;x
472;94;198;120;b_hefaf;x
473;77;127;104;b_hautad_madwar;x
474;142;153;27;b_kareg;x
475;125;133;43;b_quwut;x
476;123;151;138;b_faweer;x
477;12;35;52;b_mehair;x
478;15;21;115;b_winaraq;x
479;52;58;159;b_izkat;x
480;28;180;158;b_masfurah;x
481;96;60;200;b_karzaq;x
482;132;29;29;b_tel_kirah;x
483;37;91;200;b_al_baliqous;x
484;15;52;128;b_abu_sudh;x
485;79;99;45;b_muzerah;x
486;152;173;33;b_sabuya;x
487;19;124;18;b_suriyat;x
488;74;98;47;b_abastan;x
489;48;98;47;b_qamsajan;x
490;150;198;94;b_cailyana;x
491;41;149;134;b_zaydiriyah;x
492;62;151;102;b_al_hajaniyas;x
493;36;143;72;b_wadi_al_lejbit;x
494;111;18;111;b_salmi;x
495;18;88;172;b_surail;x
496;20;62;112;b_rawdat_murata;x
497;15;100;80;b_kusagzi;x
498;28;136;111;b_aranab;x
499;158;53;86;b_alhurbin;x
500;140;25;61;b_sidilqas;x
501;81;13;34;b_muzadah;x
502;122;0;38;b_ramsandaj;x
503;39;140;94;b_kematalan;x
504;212;83;22;b_bahabeh;x
505;220;85;22;b_tel_kadhiyala;x
506;19;27;126;The Specterfell;x
507;169;105;75;b_el_ghakh;x
508;65;85;22;b_almaralla;x
509;102;135;29;b_al_hajarah;x
510;213;183;54;b_adehidah;x
511;145;94;29;b_al_tawazeraa;x
512;17;99;98;b_almararim;x
513;112;94;15;b_mhatina;x
514;196;77;14;b_qataqaq;x
515;149;77;39;b_khor_liwebat;x
516;14;80;196;b_sohalah;x
517;32;72;143;b_bu_mahmajer;x
518;104;44;13;b_kumanar;x
519;185;88;37;b_acabolu;x
520;22;58;206;b_tabanyet;x
521;21;69;13;b_addahiq;x
522;24;43;122;b_dumabea;x
523;102;127;233;b_mitreem;x
524;43;62;143;b_masat;x
525;132;78;24;b_dibbufi;x
526;196;122;49;b_dibba_shaah;x
527;71;23;119;b_risriam;x
528;97;131;29;b_kiynimat;x
529;207;79;50;b_nayah;x
530;25;111;48;b_fibufa;x
531;50;199;90;b_mudir;x
532;161;93;17;b_ghaya;x
533;104;73;88;b_yafahmo;x
534;153;45;22;b_hossha;x
535;82;25;13;b_mahmunbeyli;x
536;207;55;22;b_astatian;x
537;255;20;63;b_wadiynah;x
538;198;0;36;b_turahat;x
539;41;51;163;The Floodgrave;x
540;16;22;99;The Bonepits;x
541;48;59;178;The Bonepits;x
542;86;95;181;b_theresienbad;x
543;27;132;82;b_omidihkal;x
544;71;189;132;b_yasoujan;x
545;104;32;206;b_tall_diwawah;x
546;61;20;119;b_mansouraw;x
547;32;77;10;b_albayjibar;x
548;50;111;21;b_damashniyah;x
549;34;86;9;b_gerekoyunlu;x
550;107;101;20;b_zallama;x
551;63;183;193;b_al_nuzhila;x
552;24;140;149;b_rustirat;x
553;53;20;107;b_ain_ghanawa;x
554;85;53;137;b_sem;x
555;115;70;186;b_faisad;x
556;72;164;8;b_hamya;x
557;85;12;64;b_baya;x
558;118;21;90;b_danas;x
559;96;94;16;b_gijima;x
560;45;145;72;b_eta;x
561;54;107;127;b_ledya;x
562;27;95;120;b_sadsi;x
563;24;72;90;Eramasic River;x
564;169;28;207;b_naqadah;x
565;164;207;28;b_sirazaid;x
566;62;118;61;b_yasasim;x
567;108;66;66;b_zafuzfayl;x
568;189;33;33;b_husradu;x
569;159;56;193;b_fibrilma;x
570;90;13;115;b_liksha;x
571;27;98;137;b_mahmanna;x
572;74;75;16;b_fahfaniftas;x
573;28;21;110;b_al_fayamayn;x
574;103;107;37;b_wafruba;x
575;51;111;14;Frozen Seas;x
576;214;111;0;The Bonepits;x
577;62;201;61;b_bu_dirhina;x
578;13;115;47;b_sarposk;x
579;76;209;120;b_alshaqin;x
580;100;75;11;b_abu_qirshut;x
581;166;39;189;b_manhus;x
582;87;19;99;b_dimaa;x
583;29;60;11;b_serpents_reed;x
584;42;78;20;b_jana;x
585;48;86;24;b_nidul;x
586;70;62;169;b_zaynsa;x
587;46;35;192;b_shamu;x
588;226;129;73;b_datsul;x
589;128;69;97;b_abddos;x
590;100;70;84;b_al_khuhat;x
591;123;45;152;b_dikicalar;x
592;16;83;80;b_al_kudariya;x
593;10;70;69;b_el_alamein;x
594;18;82;81;b_wusemah;x
595;27;128;39;b_janan;x
596;41;137;52;b_hanaz;x
597;30;43;170;b_bahlurah;x
598;177;152;24;b_zilat;x
599;144;170;127;b_qurtarak;x
600;71;133;30;b_amsion;x
601;26;70;106;b_qaiwdar;x
602;116;88;36;b_sanaiya;x
603;82;149;35;b_halat;x
604;64;126;20;b_samail;x
605;52;91;30;b_asmour;x
606;255;53;88;b_mohanabad;x
607;255;45;83;b_bahashtar;x
608;57;67;166;b_jubaha;x
609;132;161;42;b_daradani;x
610;160;189;71;b_al_barima;x
611;94;118;21;b_hamrirah;x
612;55;147;163;b_karzam;x
613;115;189;201;b_al_khaldifa;x
614;131;51;31;b_ibraireb;x
615;75;19;6;b_hadina;x
616;127;34;13;b_zali;x
617;33;194;162;b_meqshaib;x
618;20;160;132;b_booralla;x
619;171;173;89;b_zundiyah;x
620;151;155;16;b_jazah;x
621;34;146;63;b_osmasler;x
622;110;159;27;b_nahask;x
623;65;110;163;b_abu_hulawein;x
624;180;240;196;b_taboukah;x
625;115;217;141;b_thidis;x
626;193;246;206;b_asimah;x
627;64;147;168;b_baniyah;x
628;19;97;116;b_sururaq;x
629;22;55;63;b_qadeem;x
630;126;239;54;b_hadurah;x
631;98;215;25;b_rawdat_aziza;x
632;42;35;135;b_behbaraz;x
633;104;24;51;b_kharbin;x
634;118;209;45;b_habadiq;x
635;45;165;209;b_sehlis;x
636;34;117;147;b_qadied;x
637;114;217;49;b_umm_khalej;x
638;139;135;80;b_saasakia;x
639;196;110;219;b_laqrah;x
640;166;188;68;b_thiayli;x
641;132;159;15;b_ghuriah_duryat;x
642;170;78;194;b_maqtah;x
643;65;82;177;b_gharafat_al_muya;x
644;23;100;61;b_anabukaa;x
645;24;96;60;b_qabilat_saalma;x
646;8;78;43;b_al_jamileh;x
647;53;23;178;b_derj;x
648;118;99;197;b_el_msufiin;x
649;105;191;209;b_uadnah;x
650;56;152;172;b_al_fuquha;x
651;74;184;104;b_ulad_maasa;x
652;21;111;45;b_nou_qualah;x
653;56;172;87;b_chasmah_veha_med;x
654;211;164;240;b_zirandrey;x
655;215;173;242;b_misahkul;x
656;42;54;166;b_quariyya_i_hussayn_abu;x
657;126;133;194;b_chechob;x
658;70;82;197;b_ashturakhiyye;x
659;78;40;14;b_udullah;x
660;73;36;10;b_giyliyar_haad;x
661;246;118;132;b_zanbulaqah;x
662;235;71;88;b_abbasmillah;x
663;231;136;146;b_jebaliyyeh;x
664;71;92;35;b_al_nezlah;x
665;114;168;20;b_makhairabad;x
666;98;122;25;b_seyyed_nasr;x
667;22;150;176;b_mordari_boghdalaniye;x
668;39;123;177;b_chelleh_nasr;x
669;68;133;147;b_naffatunabad;x
670;160;108;73;b_en_nusriqarrah;x
671;160;49;6;b_hour_naillah;x
672;156;94;52;b_aghbat_i_denibad;x
673;231;141;149;b_timarhineh;x
674;232;127;138;b_ait_boul_zhime;x
675;197;104;255;b_taoumat;x
676;80;68;188;b_sunken_tell;x
677;38;26;139;b_ed_mouhike;x
678;182;90;241;b_ouladabad;x
679;22;31;129;b_zokah_el_temen;x
680;129;42;22;b_ksar_maleh;x
681;192;55;23;b_emerzouat_al_khebir;x
682;124;137;27;b_leviathan;x
683;126;152;43;b_dhok_manni;x
684;115;26;26;b_ehsan_ul_awlah;x
685;43;152;143;b_douar_behnef;x
686;108;188;181;River;x
687;151;108;188;b_hencherah;x
688;255;105;128;b_ar_quadifah;x
689;255;99;125;b_karpunah_al_mehdi;x
690;255;58;93;b_an_ouarzieh;x
691;133;82;147;b_er_menasryah;x
692;142;23;174;b_il_besbe;x
693;153;66;178;b_yanouchah_al_wadi;x
694;109;39;128;b_lamouniah;x
695;66;33;122;b_holdenabad;x
696;198;55;166;b_el_khulaibeh;x
697;140;28;28;b_wadi_debbah;x
698;148;45;45;b_al_fitah;x
699;189;55;30;b_misrabad;x
700;192;58;33;b_ash_misrabbah;x
701;33;42;192;b_khem;x
702;94;98;177;b_al_museily;x
703;64;68;151;b_mer_kebir;x
704;37;46;203;b_wugheilat;x
705;31;138;182;b_nasoud;x
706;167;189;46;b_madi_quaed;x
707;193;209;105;b_al_marduha;x
708;109;123;33;b_deir_al_nasim;x
709;38;123;153;b_erebbuneh;x
710;44;98;31;b_fakht_il_nuul;x
711;44;112;27;b_nibis;x
712;89;222;57;b_wadi_juneidih;x
713;154;80;192;b_ibn_aqsa;x
714;142;37;196;b_zur_maydagh;x
715;124;151;64;b_bayd_al_meret;x
716;37;196;134;b_kebbat_muyhamisha;x
717;19;163;30;b_mawirbad;x
718;27;102;33;b_wadi_saib;x
719;57;106;222;b_al_khamt_al_vhabash;x
720;19;66;176;b_el_nannijameh;x
721;26;51;110;b_derb_el_jabbih;x
722;123;90;18;b_al_fuhreh;x
723;189;139;30;b_quarashieh;x
724;82;110;26;b_alesibad;x
725;55;208;221;b_new_merud;x
726;67;59;172;b_mawal_nahmi;x
727;22;7;217;b_beni_al_haded;x
728;148;71;41;b_shehzia;x
729;149;58;21;b_nehmeyyiye;x
730;17;84;110;b_venaas_al_fetri;x
731;22;92;119;b_yermak;x
732;26;103;110;b_syahmandeb;x
733;32;156;166;b_begho_khela;x
734;94;47;174;b_was_shulak;x
735;0;187;226;b_aynwas;x
736;221;122;55;b_pinjeleh;x
737;137;79;110;b_naubhunnah;x
738;137;83;113;b_banizaih;x
739;170;165;42;b_nalah_el_bari;x
740;160;155;48;b_wadi_shegi;x
741;170;141;189;b_doufetis;x
742;177;141;200;b_baduelzi;x
743;177;145;197;b_nellouane;x
744;124;79;11;b_chiblah;x
745;115;72;10;b_beelcha;x
746;100;169;228;b_aurlallah;x
747;87;153;211;b_hourifek_vas_mullah;x
748;78;143;200;b_buendouzah;x
749;252;243;135;b_dermillah;x
750;49;135;39;b_louwhabe;x
751;29;119;19;b_tezhgha;x
752;53;20;164;b_misr_ul_ghilili;x
753;55;41;103;b_mekhetriayyeh;x
754;107;89;169;b_sekhatitch;x
755;11;112;155;b_yhrani_wadi;x
756;74;169;209;b_al_myitineh;x
757;33;114;200;b_baldat_muqaniyye;x
758;21;110;205;b_zaferiah;x
759;34;105;231;b_al_ajayleh;x
760;24;103;186;b_sulaymaniyan;x
761;101;151;25;b_khursacha;x
762;61;94;12;b_museideh;x
763;21;205;41;b_wuseylabad;x
764;16;201;36;b_sumaishiyye;x
765;19;155;33;b_nuajjieh;x
766;72;221;88;b_khefri_al_humr;x
767;170;217;234;b_sumayim;x
