20143;250;135;113;x;
20144;131;172;88;x;
20145;104;95;15;x;
20146;81;110;150;x;
20147;204;249;237;x;
20148;197;112;20;x;
20149;200;144;11;x;
20150;30;104;210;x;
20151;176;89;105;x;
20152;192;16;208;x;
20153;110;142;7;x;
20154;19;32;14;x;
20155;98;101;229;x;
20156;101;78;140;x;
20157;64;25;3;x;
20158;201;84;74;x;
20159;240;223;97;x;
20160;246;233;72;x;
20161;114;240;255;x;
20162;42;197;134;x;
20163;185;133;221;x;
20164;6;161;4;x;
20165;140;213;251;x;
20166;113;51;194;x;
20167;106;25;89;x;
20168;118;53;192;x;
20169;99;135;247;x;
20170;38;94;254;x;
20171;0;89;213;x;
20172;119;103;124;x;
20173;28;198;243;x;
20174;36;7;58;x;
20175;202;7;81;x;
20176;139;246;56;x;
20177;46;82;239;x;
20178;147;236;118;x;
20179;100;225;205;x;
20180;133;161;244;x;
20181;93;235;235;x;
20182;239;206;178;x;
20183;190;169;73;x;
20184;134;42;176;x;
20185;193;81;231;x;
20186;1;109;238;x;
20187;21;29;197;x;
20188;255;80;108;x;
20189;190;68;227;x;
20190;226;138;42;x;
20191;245;255;65;x;
20192;178;211;40;x;
20193;10;132;223;x;
20194;252;227;102;x;
20195;63;13;189;x;
20196;178;114;228;x;
20197;171;209;219;x;
20198;10;57;162;x;
20199;30;9;57;x;
20200;95;239;160;x;
20201;247;235;215;x;
20202;20;76;222;x;
20203;16;177;181;x;
20204;109;9;92;x;
20205;148;146;211;x;
20206;116;221;26;x;
20207;228;199;49;x;
20208;219;128;24;x;
20209;119;134;207;x;
20210;213;170;86;x;
20211;184;9;173;x;
20212;253;19;212;x;
20213;230;135;203;x;
20214;48;116;146;x;
20215;248;57;41;x;
20216;115;132;144;x;
20217;119;85;199;x;
20218;206;251;206;x;
20219;99;21;165;x;
20220;48;146;76;x;
20221;15;176;195;x;
20222;75;0;10;x;
20223;6;95;33;x;
20224;117;253;8;x;
20225;229;88;191;x;
20226;142;65;70;x;
20227;63;213;157;x;
20228;213;132;196;x;
20229;126;13;187;x;
20230;210;127;130;x;
20231;189;57;25;x;
20232;48;233;128;x;
20233;175;143;183;x;
20234;161;122;190;x;
20235;124;73;149;x;
20236;185;235;60;x;
20237;159;158;179;x;
20238;212;242;250;x;
20239;202;199;17;x;
20240;242;73;248;x;
20241;195;250;175;x;
20242;150;168;54;x;
20243;70;113;141;x;
20244;171;197;180;x;
20245;226;99;171;x;
20246;96;90;114;x;
20247;221;9;9;x;
20248;8;30;112;x;
20249;16;153;167;x;
20250;251;201;174;x;
20251;204;77;133;x;
20252;121;20;44;x;
20253;180;92;163;x;
20254;130;181;234;x;
20255;161;255;1;x;
20256;192;102;232;x;
20257;131;108;159;x;
20258;94;223;38;x;
20259;59;221;125;x;
20260;239;214;164;x;
20261;131;137;155;x;
20262;74;5;98;x;
20263;199;168;249;x;
20264;105;35;96;x;
20265;10;115;151;x;
20266;77;232;158;x;
20267;195;33;117;x;
20268;222;13;28;x;
20269;189;234;147;x;
20270;196;72;218;x;
20271;252;6;241;x;
20272;80;83;216;x;
20273;147;174;143;x;
20274;86;230;22;x;
20275;144;25;109;x;
20276;17;183;148;x;
20277;209;127;139;x;
20278;255;128;82;x;
20279;237;24;233;x;
20280;195;248;80;x;
20281;13;29;135;x;
20282;7;215;142;x;
20283;208;197;101;x;
20284;88;214;12;x;
20285;44;72;131;x;
20286;9;171;202;x;
20287;72;222;225;x;
20288;18;16;200;x;
20289;100;192;127;x;
20290;238;189;6;x;
20291;179;37;93;x;
20292;129;104;132;x;
20293;60;69;123;x;
20294;240;203;66;x;
20295;189;88;217;x;
20296;136;157;64;x;
20297;136;151;119;x;
20298;153;150;126;x;
20299;101;57;85;x;
20300;89;110;252;x;
20301;111;118;115;x;
20302;194;222;186;x;
20303;248;134;209;x;
20304;117;157;184;x;
20305;102;162;111;x;
20306;150;99;246;x;
20307;21;1;77;x;
20308;174;233;116;x;
20309;51;219;107;x;
20310;141;230;50;x;
20311;168;104;201;x;
20312;39;18;48;x;
20313;236;225;103;x;
20314;115;37;110;x;
20315;240;125;69;x;
20316;79;215;236;x;
20317;247;116;99;x;
20318;95;225;170;x;
20319;122;254;193;x;
20320;234;250;168;x;
20321;9;84;95;x;
20322;189;218;230;x;
20323;37;173;61;x;
20324;10;58;100;x;
20325;40;65;91;x;
20326;70;209;34;x;
20327;30;72;185;x;
20328;15;87;32;x;
20329;169;251;87;x;
20330;4;132;94;x;
20331;226;145;53;x;
20332;172;16;220;x;
20333;52;66;83;x;
20334;80;180;154;x;
20335;64;70;177;x;
20336;226;39;152;x;
20337;188;214;79;x;
20338;213;33;214;x;
20339;85;41;45;x;
20340;3;91;84;x;
20341;137;119;75;x;
20342;139;140;18;x;
20343;142;248;169;x;
20344;177;108;16;x;
20345;47;229;71;x;
20346;189;179;78;x;
20347;171;117;37;x;
20348;222;25;204;x;
20349;149;224;67;x;
20350;5;87;138;x;
20351;184;94;161;x;
20352;203;36;136;x;
20353;241;40;63;x;
20354;76;56;198;x;
20355;19;117;29;x;
20356;10;76;68;x;
20357;199;125;59;x;
20358;204;23;2;x;
20359;106;120;153;x;
20360;125;81;0;x;
20361;238;159;55;x;
20362;14;178;62;x;
20363;187;41;21;x;
20364;85;242;188;x;
20365;140;78;51;x;
20366;237;202;122;x;
20367;83;70;145;x;
20368;21;241;120;x;
20369;22;74;47;x;
20370;147;31;182;x;
20371;208;145;13;x;
20372;143;13;52;x;
20373;82;83;43;x;
20374;120;113;242;x;
20375;32;200;137;x;
20376;227;5;240;x;
20377;86;41;39;x;
20378;103;129;46;x;
20379;129;173;5;x;
20380;131;155;172;x;
20381;135;140;35;x;
20382;122;13;106;x;
20383;128;254;129;x;
20384;50;142;104;x;
20385;156;60;31;x;
20386;25;214;166;x;
20387;252;124;253;x;
20388;1;158;36;x;
20389;153;249;27;x;
20390;0;156;226;x;
20391;33;232;121;x;
20392;82;138;224;x;
20393;214;131;23;x;
20394;56;32;30;x;
20395;111;0;245;x;
20396;215;20;156;x;
20397;247;154;19;x;
20398;26;32;90;x;
20399;177;134;113;x;
20400;144;251;88;x;
20401;242;254;15;x;
20402;80;93;150;x;
20403;7;56;237;x;
20404;209;255;20;x;
20405;14;111;11;x;
20406;212;151;210;x;
20407;221;216;105;x;
20408;59;223;208;x;
20409;223;173;7;x;
20410;240;143;14;x;
20411;243;36;229;x;
20412;192;93;140;x;
20413;76;120;3;x;
20414;62;3;74;x;
20415;84;222;97;x;
20416;161;56;72;x;
20417;138;143;255;x;
20418;166;180;134;x;
20419;96;196;221;x;
20420;112;48;4;x;
20421;31;180;251;x;
20422;100;98;194;x;
20423;196;152;89;x;
20424;15;4;192;x;
20425;225;166;247;x;
20426;0;205;254;x;
20427;126;24;213;x;
20428;175;118;124;x;
20429;246;37;243;x;
20430;85;182;58;x;
20431;219;6;81;x;
20432;211;69;56;x;
20433;210;241;239;x;
20434;140;219;118;x;
20435;121;32;205;x;
20436;76;48;244;x;
20437;61;202;235;x;
20438;31;253;178;x;
20439;70;40;73;x;
20440;59;249;176;x;
20441;76;112;231;x;
20442;216;220;238;x;
20443;127;220;197;x;
20444;20;95;108;x;
20445;100;163;227;x;
20446;209;57;42;x;
20447;179;254;65;x;
20448;151;34;40;x;
20449;60;35;223;x;
20450;114;210;102;x;
20451;192;76;189;x;
20452;214;1;228;x;
20453;216;176;219;x;
20454;119;104;162;x;
20455;210;136;57;x;
20456;50;190;160;x;
20457;144;10;215;x;
20458;232;187;222;x;
20459;104;112;181;x;
20460;95;24;92;x;
20461;7;241;211;x;
20462;32;140;26;x;
20463;79;198;49;x;
20464;92;207;24;x;
20465;54;37;207;x;
20466;200;153;86;x;
20467;166;72;173;x;
20468;125;162;212;x;
20469;96;102;203;x;
20470;218;163;146;x;
20471;217;184;41;x;
20472;99;83;144;x;
20473;28;116;199;x;
20474;160;106;206;x;
20475;167;212;165;x;
20476;255;161;76;x;
20477;80;15;195;x;
20478;179;175;10;x;
20479;30;94;33;x;
20480;148;76;8;x;
20481;48;247;191;x;
20482;254;48;70;x;
20483;155;20;157;x;
20484;179;19;196;x;
20485;68;236;187;x;
20486;185;174;130;x;
20487;203;184;25;x;
20488;61;184;128;x;
20489;97;174;183;x;
20490;111;233;190;x;
20491;174;8;149;x;
20492;101;250;60;x;
20493;172;253;179;x;
20494;250;161;250;x;
20495;143;198;17;x;
20496;173;152;248;x;
20497;156;153;175;x;
20498;131;151;54;x;
20499;14;176;141;x;
20500;230;84;180;x;
20501;246;66;171;x;
20502;132;137;114;x;
20503;24;136;9;x;
20504;49;237;112;x;
20505;207;184;167;x;
20506;199;56;174;x;
20507;235;12;133;x;
20508;2;35;44;x;
20509;142;187;163;x;
20510;101;100;234;x;
20511;19;254;1;x;
20512;24;181;232;x;
20513;233;11;159;x;
20514;200;206;38;x;
20515;113;28;125;x;
20516;135;101;164;x;
20517;228;104;155;x;
20518;171;52;98;x;
20519;48;39;249;x;
20520;175;242;96;x;
20521;214;146;151;x;
20522;22;87;158;x;
20523;206;224;117;x;
20524;68;28;28;x;
20525;101;73;147;x;
20526;99;247;218;x;
20527;27;5;241;x;
20528;69;162;216;x;
20529;134;77;143;x;
20530;61;213;22;x;
20531;50;88;109;x;
20532;6;70;148;x;
20533;127;94;139;x;
20534;157;175;82;x;
20535;130;151;233;x;
20536;39;199;80;x;
20537;230;60;135;x;
20538;205;70;142;x;
20539;201;132;101;x;
20540;155;229;12;x;
20541;160;167;131;x;
20542;102;90;202;x;
20543;20;221;225;x;
20544;164;95;200;x;
20545;228;95;127;x;
20546;82;172;6;x;
20547;194;100;93;x;
20548;210;247;132;x;
20549;55;36;123;x;
20550;203;250;66;x;
20551;127;215;217;x;
20552;9;108;64;x;
20553;110;182;119;x;
20554;92;5;126;x;
20555;74;248;85;x;
20556;121;125;252;x;
20557;176;213;115;x;
20558;220;141;186;x;
20559;113;133;209;x;
20560;164;236;184;x;
20561;115;65;111;x;
20562;119;82;246;x;
20563;145;64;77;x;
20564;93;120;116;x;
20565;123;186;107;x;
20566;166;21;50;x;
20567;151;231;201;x;
20568;196;225;48;x;
20569;224;0;103;x;
20570;50;148;110;x;
20571;195;60;69;x;
20572;76;230;236;x;
20573;5;211;99;x;
20574;54;144;170;x;
20575;160;253;193;x;
20576;183;73;168;x;
20577;162;243;95;x;
20578;27;201;230;x;
20579;14;236;61;x;
20580;21;201;100;x;
20581;189;32;91;x;
20582;156;0;34;x;
20583;58;199;185;x;
20584;202;38;32;x;
20585;170;26;87;x;
20586;192;243;94;x;
20587;162;80;53;x;
20588;134;31;220;x;
20589;15;161;83;x;
20590;228;99;154;x;
20591;19;69;177;x;
20592;75;118;152;x;
20593;227;117;79;x;
20594;176;16;214;x;
20595;171;104;45;x;
20596;107;234;84;x;
20597;107;86;75;x;
20598;29;187;18;x;
20599;216;119;169;x;
20600;137;59;16;x;
20601;61;4;71;x;
20602;119;34;78;x;
20603;88;52;37;x;
20604;149;40;204;x;
20605;62;63;67;x;
20606;86;6;138;x;
20607;56;93;161;x;
20608;209;115;136;x;
20609;164;199;63;x;
20610;164;39;198;x;
20611;214;180;29;x;
20612;207;219;68;x;
20613;246;92;59;x;
20614;155;70;2;x;
20615;224;247;153;x;
20616;114;32;0;x;
20617;8;190;55;x;
20618;197;33;62;x;
20619;84;232;21;x;
20620;234;1;188;x;
20621;1;173;51;x;
20622;251;121;122;x;
20623;128;69;145;x;
20624;185;64;120;x;
20625;86;233;47;x;
20626;104;14;182;x;
20627;0;208;13;x;
20628;177;156;52;x;
20629;206;50;43;x;
20630;132;160;242;x;
20631;196;71;137;x;
20632;244;212;240;x;
20633;125;72;39;x;
20634;26;240;46;x;
20635;8;108;5;x;
20636;244;170;172;x;
20637;201;235;35;x;
20638;68;188;106;x;
20639;90;253;129;x;
20640;114;221;104;x;
20641;105;219;31;x;
20642;107;197;166;x;
20643;153;187;253;x;
20644;129;45;36;x;
20645;98;216;27;x;
20646;73;203;226;x;
20647;242;103;121;x;
20648;129;89;224;x;
20649;10;162;23;x;
20650;232;143;30;x;
20651;226;191;245;x;
20652;37;35;156;x;
20653;6;249;19;x;
20654;161;207;90;x;
20655;56;133;113;x;
20656;110;74;88;x;
20657;77;157;15;x;
20658;31;76;150;x;
20659;17;119;237;x;
20660;174;142;20;x;
20661;36;78;11;x;
20662;90;198;210;x;
20663;219;87;105;x;
20664;135;174;208;x;
20665;32;204;7;x;
20666;157;254;14;x;
20667;83;227;229;x;
20668;235;108;140;x;
20669;40;215;3;x;
20670;130;178;74;x;
20671;136;221;97;x;
20672;27;135;72;x;
20673;114;46;255;x;
20674;242;163;134;x;
20675;216;3;221;x;
20676;169;191;4;x;
20677;130;147;251;x;
20678;39;145;194;x;
20679;239;23;89;x;
20680;119;211;192;x;
20681;47;197;247;x;
20682;171;60;254;x;
20683;203;215;213;x;
20684;183;133;124;x;
20685;159;132;243;x;
20686;87;101;58;x;
20687;188;5;81;x;
20688;234;148;56;x;
20689;71;144;239;x;
20690;85;202;118;x;
20691;93;95;205;x;
20692;226;191;244;x;
20693;237;169;235;x;
20694;32;44;178;x;
20695;157;167;73;x;
20696;193;200;176;x;
20697;167;143;231;x;
20698;128;75;238;x;
20699;186;155;197;x;
20700;249;110;108;x;
20701;219;2;227;x;
20702;143;232;42;x;
20703;65;253;65;x;
20704;75;113;40;x;
20705;61;194;223;x;
20706;184;193;102;x;
20707;17;139;189;x;
20708;201;144;228;x;
20709;213;143;219;x;
20710;180;151;162;x;
20711;87;7;57;x;
20712;213;141;160;x;
20713;248;41;215;x;
20714;141;42;222;x;
20715;144;47;181;x;
20716;33;39;92;x;
20717;75;80;211;x;
20718;156;59;26;x;
20719;138;197;49;x;
20720;174;30;24;x;
20721;196;196;207;x;
20722;139;136;86;x;
20723;100;135;173;x;
20724;206;49;212;x;
20725;170;69;203;x;
20726;84;210;146;x;
20727;139;55;41;x;
20728;35;34;144;x;
20729;145;147;199;x;
20730;65;217;206;x;
20731;188;147;165;x;
20732;158;176;76;x;
20733;96;110;195;x;
20734;236;94;10;x;
20735;6;93;33;x;
20736;130;155;8;x;
20737;76;150;191;x;
20738;62;31;70;x;
20739;198;83;157;x;
20740;96;162;196;x;
20741;219;203;187;x;
20742;112;221;130;x;
20743;170;55;25;x;
20744;26;135;128;x;
20745;227;205;183;x;
20746;14;88;190;x;
20747;175;199;149;x;
20748;226;9;60;x;
20749;138;92;179;x;
20750;240;80;250;x;
20751;36;197;17;x;
20752;56;231;248;x;
20753;69;56;175;x;
20754;64;134;54;x;
20755;166;239;141;x;
20756;240;227;180;x;
20757;218;33;171;x;
20758;120;184;114;x;
20759;36;7;9;x;
20760;43;188;112;x;
20761;94;215;167;x;
20762;98;167;174;x;
20763;217;203;133;x;
20764;91;50;44;x;
20765;57;26;163;x;
20766;24;19;234;x;
20767;85;253;1;x;
20768;65;4;232;x;
20769;30;170;159;x;
20770;2;189;38;x;
20771;118;91;125;x;
20772;238;244;164;x;
20773;21;71;155;x;
20774;220;99;98;x;
20775;104;166;249;x;
20776;198;193;96;x;
20777;114;177;151;x;
20778;174;198;158;x;
20779;170;159;117;x;
20780;122;43;28;x;
20781;220;168;147;x;
20782;211;166;218;x;
20783;10;4;241;x;
20784;10;241;216;x;
20785;72;236;143;x;
20786;244;196;22;x;
20787;164;151;109;x;
20788;202;213;148;x;
20789;253;61;139;x;
20790;11;222;82;x;
20791;232;22;233;x;
20792;91;150;80;x;
20793;143;91;135;x;
20794;98;181;142;x;
20795;146;67;101;x;
20796;174;244;12;x;
20797;229;6;131;x;
20798;147;9;202;x;
20799;176;220;225;x;
20800;6;174;200;x;
20801;51;254;127;x;
20802;134;155;6;x;
20803;161;163;93;x;
20804;244;134;132;x;
20805;2;3;123;x;
20806;119;41;66;x;
20807;18;86;217;x;
20808;90;59;64;x;
20809;36;213;119;x;
20810;238;116;126;x;
20811;0;183;85;x;
20812;105;140;252;x;
20813;194;52;115;x;
20814;198;60;186;x;
20815;186;132;209;x;
20816;164;59;184;x;
20817;79;224;111;x;
20818;40;65;246;x;
20819;221;127;77;x;
20820;220;7;116;x;
20821;147;153;107;x;
20822;142;68;50;x;
20823;87;102;201;x;
20824;50;176;48;x;
20825;163;31;103;x;
20826;194;3;110;x;
20827;101;251;69;x;
20828;25;245;236;x;
20829;228;50;99;x;
20830;221;63;170;x;
20831;150;252;193;x;
20832;83;152;168;x;
20833;12;146;95;x;
20834;73;184;230;x;
20835;200;43;61;x;
20836;241;88;100;x;
20837;33;255;91;x;
20838;193;47;34;x;
20839;39;70;185;x;
20840;84;245;32;x;
20841;122;57;87;x;
20842;77;98;94;x;
20843;50;15;53;x;
20844;48;46;220;x;
20845;187;0;83;x;
20846;72;18;154;x;
20847;182;68;177;x;
20848;132;197;152;x;
20849;218;20;79;x;
20850;90;255;214;x;
20851;209;167;45;x;
20852;164;121;84;x;
20853;29;53;75;x;
20854;127;234;18;x;
20855;241;246;169;x;
20856;49;10;16;x;
20857;26;35;71;x;
20858;0;145;78;x;
20859;212;243;37;x;
20860;28;55;204;x;
20861;182;158;67;x;
20862;118;181;138;x;
20863;136;92;161;x;
20864;167;194;136;x;
20865;40;102;63;x;
20866;204;22;198;x;
20867;105;243;29;x;
20868;101;106;68;x;
20869;245;59;59;x;
20870;58;117;2;x;
20871;39;118;153;x;
20872;54;239;0;x;
20873;242;221;55;x;
20874;75;144;62;x;
20875;190;167;21;x;
20876;78;16;188;x;
20877;71;12;51;x;
20878;217;40;122;x;
20879;125;68;145;x;
20880;44;143;120;x;
20881;103;136;47;x;
20882;12;253;182;x;
20883;1;15;13;x;
20884;164;43;52;x;
20885;26;17;43;x;
20886;96;207;242;x;
20887;55;198;137;x;
20888;214;163;240;x;
20889;116;103;39;x;
20890;158;95;46;x;
20891;95;43;5;x;
20892;53;185;172;x;
20893;220;74;35;x;
20894;223;107;106;x;
20895;4;252;129;x;
20896;131;44;104;x;
20897;7;122;31;x;
20898;141;180;166;x;
20899;6;250;253;x;
20900;208;188;36;x;
20901;251;183;27;x;
20902;98;250;226;x;
20903;146;230;121;x;
20904;128;40;224;x;
20905;14;193;23;x;
20906;104;254;30;x;
20907;38;126;245;x;
20908;67;50;156;x;
20909;230;88;19;x;
20910;249;126;90;x;
20911;143;132;113;x;
20912;27;153;88;x;
20913;120;60;15;x;
20914;190;59;150;x;
20915;235;182;237;x;
20916;91;29;20;x;
20917;10;45;11;x;
20918;176;245;210;x;
20919;168;214;105;x;
20920;163;125;208;x;
20921;49;235;7;x;
20922;27;109;14;x;
20923;132;162;229;x;
20924;230;123;140;x;
20925;213;54;3;x;
20926;151;97;74;x;
20927;140;220;97;x;
20928;101;214;72;x;
20929;41;205;255;x;
20930;14;146;134;x;
20931;31;66;221;x;
20932;179;78;4;x;
20933;181;114;251;x;
20934;186;192;194;x;
20935;233;150;89;x;
20936;176;162;192;x;
20937;77;228;247;x;
20938;37;171;254;x;
20939;233;150;213;x;
20940;143;148;124;x;
20941;24;227;243;x;
20942;41;20;58;x;
20943;109;4;81;x;
20944;209;227;56;x;
20945;140;47;239;x;
20946;238;185;118;x;
20947;17;158;205;x;
20948;73;78;244;x;
20949;109;136;235;x;
20950;240;91;178;x;
20951;197;38;73;x;
20952;23;151;176;x;
20953;210;174;231;x;
20954;247;186;238;x;
20955;197;90;197;x;
20956;174;125;108;x;
20957;33;97;227;x;
20958;30;151;42;x;
20959;159;252;65;x;
20960;207;192;40;x;
20961;15;97;223;x;
20962;206;176;102;x;
20963;50;202;189;x;
20964;141;31;228;x;
20965;162;110;219;x;
20966;193;198;162;x;
20967;171;134;57;x;
20968;72;92;160;x;
20969;48;72;215;x;
20970;1;153;222;x;
20971;135;238;181;x;
20972;179;54;92;x;
20973;94;175;211;x;
20974;231;234;26;x;
20975;149;196;49;x;
20976;207;109;24;x;
20977;35;99;207;x;
20978;30;119;86;x;
20979;242;198;173;x;
20980;238;192;212;x;
20981;196;36;203;x;
20982;159;1;146;x;
20983;12;182;41;x;
20984;178;241;144;x;
20985;214;178;199;x;
20986;179;72;206;x;
20987;161;82;165;x;
20988;13;191;76;x;
20989;64;205;195;x;
20990;245;13;10;x;
20991;190;92;33;x;
20992;64;234;8;x;
20993;56;53;191;x;
20994;78;14;70;x;
20995;193;146;157;x;
20996;222;49;196;x;
20997;66;170;187;x;
20998;248;12;130;x;
20999;88;182;25;x;
21000;199;86;128;x;
21001;53;236;183;x;
21002;124;199;190;x;
21003;129;134;149;x;
21004;46;24;60;x;
21005;55;187;179;x;
21006;181;255;250;x;
21007;137;196;17;x;
21008;148;54;248;x;
21009;189;215;175;x;
21010;205;117;54;x;
21011;15;46;141;x;
21012;203;114;180;x;
21013;142;0;171;x;
21014;60;231;114;x;
21015;255;134;9;x;
21016;245;139;112;x;
21017;189;246;167;x;
21018;206;22;174;x;
21019;152;138;133;x;
21020;132;65;44;x;
21021;179;121;163;x;
21022;154;194;234;x;
21023;103;252;1;x;
21024;57;83;232;x;
21025;36;73;159;x;
21026;12;172;38;x;
21027;75;154;125;x;
21028;38;131;164;x;
21029;22;38;155;x;
21030;221;146;98;x;
21031;113;37;249;x;
21032;173;144;96;x;
21033;222;208;151;x;
21034;23;53;158;x;
21035;86;94;117;x;
21036;128;58;28;x;
21037;36;7;147;x;
21038;19;85;218;x;
21039;201;3;241;x;
21040;160;64;216;x;
21041;219;139;143;x;
21042;123;179;22;x;
21043;230;214;109;x;
21044;95;100;148;x;
21045;75;28;139;x;
21046;74;13;82;x;
21047;29;149;233;x;
21048;95;101;80;x;
21049;8;122;135;x;
21050;200;36;142;x;
21051;43;2;101;x;
21052;146;3;12;x;
21053;249;101;131;x;
21054;143;184;202;x;
21055;28;219;225;x;
21056;56;253;200;x;
21057;83;157;127;x;
21058;138;138;6;x;
21059;80;226;93;x;
21060;230;21;132;x;
21061;156;226;123;x;
21062;242;88;66;x;
21063;116;213;217;x;
21064;123;10;64;x;
21065;170;244;119;x;
21066;80;227;126;x;
21067;134;118;85;x;
21068;41;155;252;x;
21069;163;147;115;x;
21070;127;235;186;x;
21071;211;131;209;x;
21072;115;138;184;x;
21073;252;127;111;x;
21074;169;48;246;x;
21075;249;190;77;x;
21076;42;150;116;x;
21077;123;120;107;x;
21078;70;115;50;x;
21079;230;229;201;x;
21080;112;127;48;x;
21081;54;62;103;x;
21082;33;114;110;x;
21083;216;186;69;x;
21084;183;4;236;x;
21085;146;145;99;x;
21086;83;238;170;x;
21087;92;251;193;x;
21088;191;231;168;x;
21089;70;49;95;x;
21090;71;167;230;x;
21091;81;106;61;x;
21092;156;231;100;x;
21093;86;222;91;x;
21094;182;94;34;x;
21095;227;197;185;x;
21096;175;196;32;x;
21097;26;88;87;x;
21098;169;209;94;x;
21099;145;206;53;x;
21100;170;61;220;x;
21101;54;95;83;x;
21102;123;193;154;x;
21103;41;67;177;x;
21104;142;20;152;x;
21105;160;179;79;x;
21106;213;238;214;x;
21107;199;230;45;x;
21108;173;8;84;x;
21109;159;20;75;x;
21110;178;25;18;x;
21111;219;117;169;x;
21112;168;217;16;x;
21113;199;66;71;x;
21114;90;0;78;x;
21115;33;178;37;x;
21116;115;70;204;x;
21117;254;253;67;x;
21118;103;100;138;x;
21119;168;91;161;x;
21120;78;17;136;x;
21121;124;5;63;x;
21122;196;5;198;x;
21123;205;50;29;x;
21124;202;249;68;x;
21125;196;26;59;x;
21126;169;164;2;x;
21127;61;245;153;x;
21128;203;190;0;x;
21129;172;252;55;x;
21130;161;255;62;x;
21131;248;102;21;x;
21132;130;31;188;x;
21133;92;107;51;x;
21134;134;215;122;x;
21135;74;67;145;x;
21136;111;222;120;x;
21137;72;39;47;x;
21138;129;236;182;x;
21139;209;78;13;x;
21140;102;186;52;x;
21141;53;240;43;x;
21142;12;254;242;x;
21143;123;69;137;x;
21144;136;114;240;x;
21145;59;134;39;x;
21146;241;206;46;x;
21147;133;234;5;x;
21148;70;200;172;x;
21149;190;169;35;x;
21150;74;26;106;x;
21151;126;251;129;x;
21152;99;123;104;x;
21153;117;25;31;x;
21154;127;163;166;x;
21155;68;57;253;x;
21156;240;75;36;x;
21157;100;150;27;x;
21158;76;41;226;x;
21159;3;101;121;x;
21160;78;247;224;x;
21161;226;224;23;x;
21162;185;109;30;x;
21163;58;61;245;x;
21164;49;65;156;x;
